org_key,year,event_key,match_key,match_number,time,alliance,team_key,scouter,startPosition,autoHerdingPushWave,autoHerdingSpitWave,autoHerdingLaunchWave,autoVolleysAttempted,autoVolleyQuality,autoClimbLevel,autoClimbPos,crossBumpAuto,crossTrenchAuto,autoBreakDown,autoBreakDownDes,teleHerdingPushWave,teleHerdingSpitWave,teleHerdingLaunchWave,volleysAttempted,volleyQuality,teleFeed,crossBumpTele,crossTrenchTele,defendedTime,scoringLocations,feedingLocations,teleClimb,climbTime,drivetrainSpeed,driverSkill,robotTier,contributedPoints,freeClimbPenalty,teleBreakDown,teleBreakDownDes,matchNotes,allianceFuel,proportional_score
frc5298,2026,2026nysu,2026nysu_qm3,3,3/20/2026 12:00:00 PM,blue,frc10213,Scout1,Mid,1,3,3,2,Perfect: 100%,None,N/A,True,False,False,,3,1,1,9,Perfect: 100%,2,False,True,True,6ft radius around hub,In front of midline to alliance section,Level 1,18,High,Terrible,Elite,230,False,False,,,285,190.0
frc5298,2026,2026nysu,2026nysu_qm4,4,3/20/2026 12:00:00 PM,red,frc4091,Scout5,Mid,0,0,0,1,Average: 50%,None,N/A,False,True,False,,1,0,0,2,Below Average: 12%,1,True,False,False,3ft radius around hub,Behind midline to alliance section,None,0,High,Terrible,Low,15,False,False,,,65,21.67
frc5298,2026,2026nysu,2026nysu_qm4,4,3/20/2026 12:00:00 PM,red,frc639,Scout4,Mid,2,2,2,1,Above Average: 75%,None,N/A,False,False,False,,0,1,0,4,Below Average: 12%,2,True,False,False,6ft radius around hub,In front of midline to alliance section,Level 2,28,High,Good,Medium,45,False,False,,,65,43.33
frc5298,2026,2026nysu,2026nysu_qm4,4,3/20/2026 12:00:00 PM,red,frc6621,Scout4,Mid,1,0,0,0,Below Average: 12%,None,N/A,False,False,False,,1,1,1,2,Below Average: 12%,1,False,False,False,3ft radius around hub,Behind midline to alliance section,None,0,Low,Good,None,5,False,False,,,65,0.0
frc5298,2026,2026nysu,2026nysu_qm4,4,3/20/2026 12:00:00 PM,blue,frc7504,Scout2,Mid,0,0,0,0,Below Average: 12%,None,N/A,False,False,False,,0,0,1,0,Below Average: 12%,0,False,False,False,3ft radius around hub,In front of midline to alliance section,None,0,High,Terrible,Low,0,False,False,,,85,28.33
frc5298,2026,2026nysu,2026nysu_qm4,4,3/20/2026 12:00:00 PM,blue,frc2601,Scout3,Depot,0,0,0,0,Average: 50%,None,N/A,False,False,False,,1,0,0,3,Average: 50%,1,False,True,False,Depot,Behind midline to alliance section,Level 3,11,Low,Average,Low,60,False,False,,,85,28.33
frc5298,2026,2026nysu,2026nysu_qm4,4,3/20/2026 12:00:00 PM,blue,frc7318,Scout4,Outpost,1,1,1,0,Below Average: 12%,None,N/A,False,False,False,,1,0,0,2,Below Average: 12%,0,False,True,False,Outpost,In front of midline to alliance section,Level 2,20,High,Average,Low,25,False,False,,,85,28.33
frc5298,2026,2026nysu,2026nysu_qm5,5,3/20/2026 12:00:00 PM,red,frc6593,Scout1,Outpost,2,1,1,2,Above Average: 75%,None,N/A,False,False,False,,1,1,0,4,Above Average: 75%,0,True,False,True,Depot,Behind midline to alliance section,None,0,Low,Terrible,Medium,90,False,False,,,150,60.0
frc5298,2026,2026nysu,2026nysu_qm5,5,3/20/2026 12:00:00 PM,red,frc10262,Scout6,Depot,0,2,2,1,Average: 50%,None,N/A,False,False,False,,0,1,0,3,Average: 50%,0,False,False,False,Outpost,Behind midline to alliance section,None,0,High,Average,Medium,40,False,False,,,150,60.0
frc5298,2026,2026nysu,2026nysu_qm5,5,3/20/2026 12:00:00 PM,red,frc7318,Scout3,Depot,0,1,1,0,Below Average: 12%,None,N/A,False,True,False,,0,0,0,2,Average: 50%,1,False,False,False,6ft radius around hub,Behind midline to alliance section,None,0,High,Average,Low,20,False,False,,,150,30.0
frc5298,2026,2026nysu,2026nysu_qm5,5,3/20/2026 12:00:00 PM,blue,frc6911,Scout1,Depot,0,0,0,1,Average: 50%,None,N/A,True,False,False,,0,1,0,1,Below Average: 12%,2,False,True,True,Depot,Behind midline to alliance section,Level 2,24,High,Terrible,None,32,False,False,,,92,0.0
frc5298,2026,2026nysu,2026nysu_qm5,5,3/20/2026 12:00:00 PM,blue,frc10152,Scout3,Outpost,1,0,0,0,Below Average: 12%,None,N/A,False,False,False,,0,1,0,2,Average: 50%,1,False,False,True,Depot,Behind midline to alliance section,Level 3,11,High,Good,None,50,False,False,,,92,0.0
frc5298,2026,2026nysu,2026nysu_qm5,5,3/20/2026 12:00:00 PM,blue,frc2601,Scout5,Outpost,1,1,1,1,Average: 50%,None,N/A,False,False,False,,0,0,0,0,Below Average: 12%,2,False,False,False,6ft radius around hub,Behind midline to alliance section,None,0,High,Average,Low,10,False,False,,,92,92.0
frc5298,2026,2026nysu,2026nysu_qm6,6,3/20/2026 12:00:00 PM,red,frc4122,Scout5,Depot,2,1,2,3,Perfect: 100%,None,N/A,False,False,False,,1,2,1,6,Above Average: 75%,2,False,True,True,6ft radius around hub,In front of midline to alliance section,None,0,High,Good,High,150,False,False,,,164,98.4
frc5298,2026,2026nysu,2026nysu_qm6,6,3/20/2026 12:00:00 PM,red,frc3419,Scout4,Mid,0,1,0,0,Below Average: 12%,None,N/A,True,False,False,,0,1,1,3,Below Average: 12%,1,True,False,False,6ft radius around hub,In front of midline to alliance section,None,0,High,Average,Low,7,False,False,,,164,32.8
frc5298,2026,2026nysu,2026nysu_qm6,6,3/20/2026 12:00:00 PM,red,frc3204,Scout4,Mid,1,1,0,1,Below Average: 12%,None,N/A,False,False,False,,1,1,1,2,Below Average: 12%,2,True,True,False,Outpost,In front of midline to alliance section,None,0,High,Good,Low,7,False,False,,,164,32.8
frc5298,2026,2026nysu,2026nysu_qm6,6,3/20/2026 12:00:00 PM,blue,frc5123,Scout5,Mid,0,1,0,1,Average: 50%,None,N/A,True,True,False,,0,1,0,1,Below Average: 12%,2,False,True,False,Depot,Behind midline to alliance section,Level 3,25,High,Good,None,42,False,False,,,212,0.0
frc5298,2026,2026nysu,2026nysu_qm6,6,3/20/2026 12:00:00 PM,blue,frc6463,Scout1,Outpost,1,0,0,0,Average: 50%,None,N/A,False,True,False,,0,1,0,3,Average: 50%,0,False,False,False,3ft radius around hub,Behind midline to alliance section,Level 3,27,Low,Average,Low,60,False,False,,,212,53.0
frc5298,2026,2026nysu,2026nysu_qm6,6,3/20/2026 12:00:00 PM,blue,frc2053,Scout4,Outpost,2,1,2,2,Average: 50%,None,N/A,False,False,False,,2,0,0,6,Above Average: 75%,2,True,False,False,Depot,Behind midline to alliance section,None,0,High,Good,High,110,False,False,,,212,159.0
frc5298,2026,2026nysu,2026nysu_qm7,7,3/20/2026 12:00:00 PM,red,frc1796,Scout6,Outpost,0,3,2,4,Perfect: 100%,None,N/A,False,False,False,,1,2,1,7,Perfect: 100%,0,False,False,False,3ft radius around hub,Behind midline to alliance section,Level 2,26,High,Terrible,Elite,240,False,False,,,257,205.6
frc5298,2026,2026nysu,2026nysu_qm7,7,3/20/2026 12:00:00 PM,red,frc10152,Scout2,Mid,1,1,0,1,Average: 50%,None,N/A,False,False,False,,0,0,1,0,Below Average: 12%,1,False,True,False,3ft radius around hub,Behind midline to alliance section,None,0,Low,Terrible,None,10,False,False,,,257,0.0
frc5298,2026,2026nysu,2026nysu_qm7,7,3/20/2026 12:00:00 PM,red,frc4091,Scout3,Outpost,0,1,0,0,Below Average: 12%,None,N/A,False,False,False,,1,0,1,3,Below Average: 12%,1,True,True,False,3ft radius around hub,Behind midline to alliance section,None,0,Low,Good,Low,7,False,False,,,257,51.4
frc5298,2026,2026nysu,2026nysu_qm7,7,3/20/2026 12:00:00 PM,blue,frc639,Scout2,Mid,0,0,0,0,Below Average: 12%,None,N/A,False,False,False,,1,1,0,3,Below Average: 12%,2,False,False,False,6ft radius around hub,Behind midline to alliance section,None,0,Low,Average,Medium,7,False,False,,,74,37.0
frc5298,2026,2026nysu,2026nysu_qm7,7,3/20/2026 12:00:00 PM,blue,frc5881,Scout6,Mid,0,1,1,2,Below Average: 12%,None,N/A,True,True,False,,0,1,0,3,Average: 50%,0,False,False,False,3ft radius around hub,In front of midline to alliance section,Level 3,16,Low,Terrible,Medium,65,False,False,,,74,37.0
frc5298,2026,2026nysu,2026nysu_qm7,7,3/20/2026 12:00:00 PM,blue,frc6621,Scout3,Depot,0,0,0,1,Below Average: 12%,None,N/A,False,False,False,,0,1,0,0,Average: 50%,0,True,False,False,6ft radius around hub,In front of midline to alliance section,None,0,High,Terrible,None,2,False,False,,,74,0.0
frc5298,2026,2026nysu,2026nysu_qm8,8,3/20/2026 12:00:00 PM,red,frc3419,Scout3,Mid,1,0,0,1,Below Average: 12%,None,N/A,False,False,False,,0,1,1,3,Below Average: 12%,2,True,False,False,6ft radius around hub,Behind midline to alliance section,None,0,High,Terrible,Low,10,False,False,,,200,28.57
frc5298,2026,2026nysu,2026nysu_qm8,8,3/20/2026 12:00:00 PM,red,frc6593,Scout4,Depot,0,1,1,1,Above Average: 75%,None,N/A,True,True,False,,1,2,1,4,Below Average: 12%,1,True,False,True,6ft radius around hub,In front of midline to alliance section,Level 1,28,High,Good,Medium,35,False,False,,,200,57.14
frc5298,2026,2026nysu,2026nysu_qm8,8,3/20/2026 12:00:00 PM,red,frc1796,Scout1,Mid,0,2,2,2,Perfect: 100%,None,N/A,False,False,False,,2,0,1,7,Above Average: 75%,1,False,False,False,3ft radius around hub,Behind midline to alliance section,Level 1,28,Low,Terrible,Elite,155,False,False,,,200,114.29
frc5298,2026,2026nysu,2026nysu_qm8,8,3/20/2026 12:00:00 PM,blue,frc4122,Scout1,Depot,0,0,2,2,Average: 50%,None,N/A,False,True,False,,2,1,0,5,Average: 50%,1,False,True,False,Depot,Behind midline to alliance section,None,0,Low,Terrible,High,70,False,False,,,330,110.0
frc5298,2026,2026nysu,2026nysu_qm8,8,3/20/2026 12:00:00 PM,blue,frc10262,Scout5,Depot,1,1,2,0,Average: 50%,None,N/A,False,True,False,,1,1,2,5,Average: 50%,2,False,False,False,Depot,In front of midline to alliance section,Level 3,7,Low,Average,Medium,80,False,False,,,330,73.33
frc5298,2026,2026nysu,2026nysu_qm8,8,3/20/2026 12:00:00 PM,blue,frc10213,Scout2,Depot,1,1,2,4,Perfect: 100%,None,N/A,False,False,True,Motor issue,2,2,0,5,Perfect: 100%,2,False,False,False,Depot,In front of midline to alliance section,None,0,High,Good,Elite,180,False,True,Motor issue,,330,146.67
frc5298,2026,2026nysu,2026nysu_qm9,9,3/20/2026 12:00:00 PM,red,frc10213,Scout6,Depot,2,1,0,3,Perfect: 100%,None,N/A,True,True,False,,0,1,2,10,Perfect: 100%,0,True,True,False,3ft radius around hub,In front of midline to alliance section,None,0,High,Average,Elite,260,False,False,,,537,238.67
frc5298,2026,2026nysu,2026nysu_qm9,9,3/20/2026 12:00:00 PM,red,frc3204,Scout3,Outpost,0,1,0,1,Below Average: 12%,None,N/A,True,False,False,,1,1,1,2,Below Average: 12%,0,True,False,False,3ft radius around hub,In front of midline to alliance section,None,0,High,Average,Low,7,False,False,,,537,59.67
frc5298,2026,2026nysu,2026nysu_qm9,9,3/20/2026 12:00:00 PM,red,frc1796,Scout3,Outpost,1,2,3,4,Above Average: 75%,None,N/A,True,False,False,,1,0,3,10,Perfect: 100%,0,True,False,False,Outpost,In front of midline to alliance section,Level 1,23,High,Average,Elite,270,False,False,,,537,238.67
frc5298,2026,2026nysu,2026nysu_qm9,9,3/20/2026 12:00:00 PM,blue,frc639,Scout3,Mid,0,2,2,1,Below Average: 12%,None,N/A,False,False,False,,1,0,1,4,Above Average: 75%,2,False,True,False,6ft radius around hub,Behind midline to alliance section,Level 3,24,High,Good,Medium,92,False,False,,,232,66.29
frc5298,2026,2026nysu,2026nysu_qm9,9,3/20/2026 12:00:00 PM,blue,frc2053,Scout6,Outpost,2,1,2,3,Perfect: 100%,None,N/A,True,False,False,,1,0,2,4,Above Average: 75%,2,True,True,False,6ft radius around hub,In front of midline to alliance section,None,0,High,Average,High,120,False,False,,,232,99.43
frc5298,2026,2026nysu,2026nysu_qm9,9,3/20/2026 12:00:00 PM,blue,frc6593,Scout5,Depot,1,0,2,0,Average: 50%,None,N/A,False,True,True,Motor issue,2,2,2,2,Average: 50%,0,False,False,False,6ft radius around hub,Behind midline to alliance section,None,0,Low,Average,Medium,20,False,True,Motor issue,,232,66.29
frc5298,2026,2026nysu,2026nysu_qm10,10,3/20/2026 12:00:00 PM,red,frc1056,Scout2,Mid,0,0,1,1,Average: 50%,None,N/A,False,False,False,,1,2,0,5,Average: 50%,1,True,False,True,6ft radius around hub,Behind midline to alliance section,None,0,Low,Average,Medium,60,False,False,,,92,92.0
frc5298,2026,2026nysu,2026nysu_qm10,10,3/20/2026 12:00:00 PM,red,frc6621,Scout6,Mid,1,0,0,0,Below Average: 12%,None,N/A,False,True,False,,0,1,1,1,Below Average: 12%,0,True,True,True,6ft radius around hub,Behind midline to alliance section,Level 3,25,Low,Average,None,32,False,False,,,92,0.0
frc5298,2026,2026nysu,2026nysu_qm10,10,3/20/2026 12:00:00 PM,red,frc7748,Scout6,Depot,1,1,0,0,Below Average: 12%,None,N/A,True,True,False,,0,1,0,0,Below Average: 12%,1,True,False,False,3ft radius around hub,Behind midline to alliance section,None,0,Low,Good,None,0,False,False,,,92,0.0
frc5298,2026,2026nysu,2026nysu_qm10,10,3/20/2026 12:00:00 PM,blue,frc7611,Scout2,Outpost,2,1,1,2,Average: 50%,None,N/A,False,True,False,,1,2,0,4,Below Average: 12%,2,False,True,True,3ft radius around hub,Behind midline to alliance section,None,0,High,Good,Medium,30,False,False,,,90,36.0
frc5298,2026,2026nysu,2026nysu_qm10,10,3/20/2026 12:00:00 PM,blue,frc639,Scout1,Mid,0,2,1,0,Below Average: 12%,None,N/A,False,False,True,Motor issue,0,1,0,4,Average: 50%,2,False,True,True,6ft radius around hub,Behind midline to alliance section,None,0,High,Terrible,Medium,40,False,True,Motor issue,,90,36.0
frc5298,2026,2026nysu,2026nysu_qm10,10,3/20/2026 12:00:00 PM,blue,frc7318,Scout3,Depot,1,1,1,1,Average: 50%,None,N/A,False,True,False,,0,1,1,0,Average: 50%,2,False,True,False,Depot,Behind midline to alliance section,Level 1,17,Low,Terrible,Low,20,False,False,,,90,18.0
